country	level	tests_done
Spain	subnational	1441
Spain	subnational	829
Spain	subnational	1149
Spain	subnational	1396
Spain	subnational	1673
Spain	subnational	1706
Spain	subnational	1687
Spain	subnational	1379
Spain	subnational	1082
Spain	subnational	1021
Spain	subnational	868
Spain	subnational	934
Spain	subnational	588
Spain	subnational	748
Spain	subnational	1004
Spain	subnational	1457
Spain	subnational	1785
Spain	subnational	1948
Spain	subnational	1661
Spain	subnational	1424
Spain	subnational	1177
Spain	subnational	1148
Spain	subnational	1160
Spain	subnational	1267
Spain	subnational	1410
Spain	subnational	1416
Spain	subnational	1127
Spain	subnational	1659
Spain	subnational	1530
Spain	subnational	1486
Spain	subnational	1248
Spain	subnational	30060
Spain	subnational	30428
Spain	subnational	23655
Spain	subnational	23978
Spain	subnational	25017
Spain	subnational	25873
Spain	subnational	27404
Spain	subnational	24528
Spain	subnational	24404
Spain	subnational	21383
Spain	subnational	31827
Spain	subnational	32510
Spain	subnational	25931
Spain	subnational	29464
Spain	subnational	35104
Spain	subnational	38738
Spain	subnational	37323
Spain	subnational	33909
Spain	subnational	34388
Spain	subnational	29842
Spain	subnational	27012
Spain	subnational	28040
Spain	subnational	30163
Spain	subnational	33299
Spain	subnational	39906
Spain	subnational	32938
Spain	subnational	32821
Spain	subnational	30978
Spain	subnational	32357
Spain	subnational	31959
Sweden	national	11
Sweden	national	26
Sweden	national	78
Sweden	national	38
Sweden	national	27
Sweden	national	752
Sweden	national	4302
Sweden	national	8990
Sweden	national	10322
Sweden	national	12349
Sweden	national	17776
Sweden	national	19880
Sweden	national	18574
Sweden	national	24560
Sweden	national	28802
Sweden	national	29129
Sweden	national	33003
Sweden	national	28986
Sweden	national	36466
Sweden	national	47080
Sweden	national	60296
Sweden	national	61842
Sweden	national	75151
Sweden	national	79811
Sweden	national	81801
Sweden	national	69393
Sweden	national	126012
Sweden	national	135394
Sweden	national	146098
Sweden	national	162360
Sweden	national	183607
Sweden	national	222135
Sweden	national	253179
Sweden	national	259679
Sweden	national	274336
Sweden	national	260194
Sweden	national	271209
Sweden	national	308918
Sweden	national	224529
Sweden	national	195477
Sweden	national	207668
Sweden	national	202316
Sweden	national	192191
Sweden	national	194286
Sweden	national	197954
Sweden	national	214172
Sweden	national	222534
Sweden	national	238602
Sweden	national	250754
Sweden	national	280323
Sweden	national	297956
Sweden	national	329081
Sweden	national	316261
Sweden	national	304742
Sweden	national	330503
Sweden	national	316108
Sweden	national	316108
